ID,Mode,KC,P,KBF,HCF,Distance,BorE,word,rx,ry,ux,ux1,ux2,ux3,ux4,ux5,uy,uy1,uy2,uy3,uy4,uy5,px,py,delta time
1,3,TP3,False,False,False,0.3,end,う,-0.0525,0.024875,0.02837687,,,,,,-0.00722015,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,る,0.0175,-0.017625,0.04130597,0.03979478,0.03979478,0.03954291,0.03929105,0.03912314,-0.02375933,-0.02611008,-0.02611008,-0.02686567,-0.02778918,-0.02829291,-1,-1,6.724464
1,3,TP3,False,False,False,0.3,end,る,0.0175,-0.017625,0.03903918,,,,,,-0.0003358209,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,S,0.0525,0.003625,0.07421643,0.06917911,0.06917911,0.06892724,0.06892724,-1,0.001847015,0.002098881,0.002098881,0.003442165,0.003442165,-1,-1,-1,2.924992
1,3,TP3,False,False,False,0.3,end,S,0.0525,0.003625,-1,,,,,,-1,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,E,0.0525,-0.028875,0.06607277,0.06397389,0.06388993,0.06388993,-1,-1,-0.02451493,-0.02426306,-0.02434702,-0.02434702,-1,-1,-1,-1,2.744963
1,3,TP3,False,False,False,0.3,end,E,0.0525,-0.028875,0.06766792,,,,,,-0.02770523,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,B,0.0525,0.024875,0.06708023,0.05826493,0.05826493,0.05465486,-1,-1,0.03727612,0.02543844,0.02543844,0.02107276,-1,-1,-1,-1,2.158516
1,3,TP3,False,False,False,0.3,end,B,0.0525,0.024875,0.06766792,,,,,,0.03165112,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,さ,0.0175,0.024875,0.02980411,0.02426306,0.02426306,0.02233209,0.02233209,0.02224814,0.0329944,0.02904851,0.02904851,0.02745336,0.02745336,0.02669776,-1,-1,2.214804
1,3,TP3,False,False,False,0.3,end,さ,0.0175,0.024875,0.02753732,,,,,,0.02988806,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,も,-0.0525,-0.017625,-0.0489459,-0.05112873,-0.05112873,-0.05188433,-0.05188433,-0.05205224,-0.002518657,-0.005205224,-0.005205224,-0.006212687,-0.006212687,-0.007136195,-1,-1,2.884739
1,3,TP3,False,False,False,0.3,end,も,-0.0525,-0.017625,-0.05121269,,,,,,-0.01712687,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,ん,-0.0175,-0.038875,-0.01704291,-0.01586754,-0.01729478,-0.01964552,-0.01964552,-0.0240112,-0.03064366,-0.02543844,-0.02266791,-0.01922575,-0.01922575,-0.008731344,-1,-1,2.559719
1,3,TP3,False,False,False,0.3,end,ん,-0.0175,-0.038875,-0.01603545,,,,,,-0.005373135,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,。,0.0175,-0.038875,0.03165112,0.03291045,0.03291045,0.02972015,0.02972015,0.028125,-0.03626866,-0.03467351,-0.03467351,-0.03425374,-0.03425374,-0.03442165,-1,-1,2.74255
1,3,TP3,False,False,False,0.3,end,。,0.0175,-0.038875,-0.006800374,,,,,,-0.03559702,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,変,-0.0525,-0.038875,-0.07329292,-0.07346082,-0.07346082,-0.07346082,-0.07304105,-0.0729571,-0.03307836,-0.03341418,-0.03341418,-0.03366605,-0.03433769,-0.03492538,-1,-1,3.161472
1,3,TP3,False,False,False,0.3,end,変,-0.0525,-0.038875,-0.06892724,,,,,,-0.0288806,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,き,-0.0175,0.024875,-0.01847015,-0.0151959,-0.0151959,-0.01502799,-0.01586754,-0.01620336,0.03291045,0.0249347,0.0249347,0.02199627,0.01939366,0.01880597,-1,-1,2.631592
1,3,TP3,False,False,False,0.3,end,き,-0.0175,0.024875,-0.05868471,,,,,,0.02485075,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,つ,-0.0525,0.003625,-0.07505598,-0.07077426,-0.07052239,-0.07001866,-0.07001866,-1,0.001427239,-0.005708956,-0.006716419,-0.007891792,-0.007891792,-1,-1,-1,2.437191
1,3,TP3,False,False,False,0.3,end,つ,-0.0525,0.003625,-0.06708023,,,,,,0.03316231,,,,,,-1,-1,
1,3,TP3,False,False,False,0.3,begin,？,0.0175,-0.038875,0.004197761,-1,-1,-1,-1,-1,-0.04189366,-1,-1,-1,-1,-1,-1,-1,2.93898
1,3,TP3,False,False,False,0.3,end,？,0.0175,-0.038875,-1,,,,,,-1,,,,,,-1,-1,
